-.-.-
6,-236,-85,36,3,-17
2,-236,-84,36,5,-17
6,-235,-86,35,5,-16
1,-233,-88,33,6,-18
4,-233,-80,33,7,-18
4,-231,-86,33,7,-18
5,-234,-82,33,7,-19
5,-236,-82,35,6,-17
2,-229,-87,37,4,-19
7,-234,-83,38,5,-19
7,-233,-82,38,3,-16
2,-231,-85,40,2,-17
6,-235,-84,40,2,-16
6,-232,-84,40,1,-17
3,-230,-81,38,1,-16
1,-233,-81,37,1,-15
3,-223,-83,35,2,-14
5,-237,-81,33,1,-15
6,-234,-85,33,4,-16
4,-235,-84,31,4,-15
5,-233,-81,30,5,-17
5,-234,-79,30,6,-16
6,-233,-80,29,6,-17
6,-234,-84,28,7,-17
5,-235,-90,27,6,-15
4,-233,-81,28,4,-15
4,-231,-83,26,4,-16
4,-234,-88,28,2,-15
4,-235,-83,29,2,-14
4,-236,-83,29,2,-15
5,-236,-82,29,0,-15
4,-233,-83,30,0,-17
5,-235,-86,30,0,-18
3,-238,-80,31,1,-15
5,-237,-80,30,3,-16
3,-232,-81,32,4,-15
6,-233,-84,32,2,-16
3,-237,-86,30,3,-15
1,-233,-83,29,4,-15
4,-235,-83,29,4,-15
8,-232,-84,30,3,-14
5,-236,-84,28,3,-14
6,-234,-83,29,3,-14
6,-236,-80,30,2,-13
6,-234,-85,29,1,-14
7,-236,-82,29,0,-13
6,-236,-82,27,-1,-14
3,-230,-83,27,0,-15
5,-235,-82,27,-1,-14
7,-232,-82,27,-1,-14
4,-231,-84,28,-1,-15
6,-232,-85,28,-1,-13
4,-231,-83,29,-1,-12
4,-234,-84,26,-1,-13
3,-232,-83,24,-1,-13
4,-235,-86,21,1,-13
7,-233,-87,18,1,-15
6,-232,-82,14,3,-16
5,-231,-90,12,2,-16
1,-230,-81,11,3,-16
5,-235,-87,9,6,-16
2,-233,-84,8,7,-15
6,-235,-82,9,9,-15
3,-233,-87,8,10,-13
5,-233,-84,6,11,-12
2,-230,-85,6,10,-11
2,-231,-82,8,11,-11
3,-234,-82,10,8,-11
3,-236,-84,14,7,-12
5,-233,-81,17,5,-13
9,-232,-82,18,3,-12
3,-236,-87,18,0,-12
3,-233,-86,19,-2,-11
4,-235,-85,17,-4,-12
2,-229,-85,16,-7,-12
6,-232,-84,12,-8,-13
5,-232,-90,10,-8,-14
2,-231,-86,8,-8,-16
1,-237,-88,7,-8,-16
6,-234,-91,8,-7,-18
4,-234,-86,5,-6,-19
2,-235,-90,3,-3,-19
5,-235,-87,0,-1,-18
3,-235,-90,-7,2,-19
3,-234,-88,-11,3,-19
3,-233,-87,-14,5,-19
4,-234,-86,-13,6,-19
4,-231,-86,-12,6,-16
7,-231,-90,-10,4,-14
4,-230,-88,-10,3,-13
4,-228,-87,-13,2,-14
7,-230,-89,-18,-1,-14
4,-231,-76,-22,-1,-13
8,-230,-90,-26,-3,-12
5,-232,-83,-31,-4,-13
5,-229,-86,-34,-1,-13
6,-236,-89,-38,1,-12
2,-231,-89,-39,5,-11
5,-233,-88,-38,8,-10
8,-238,-80,-36,12,-10
6,-235,-86,-34,15,-8
3,-233,-89,-30,18,-8
7,-239,-87,-24,19,-9
5,-240,-90,-17,19,-7
7,-236,-86,-9,18,-8
7,-237,-87,1,19,-6
4,-234,-92,11,18,-6
5,-239,-83,20,18,-7
6,-237,-84,29,17,-5
7,-238,-84,39,15,-6
4,-233,-85,49,16,-6
7,-237,-86,55,15,-5
5,-237,-86,64,15,-6
6,-240,-90,73,14,-5
7,-237,-90,81,14,-7
8,-235,-88,89,14,-8
7,-234,-93,98,15,-8
9,-232,-86,102,16,-9
4,-231,-90,106,15,-9
5,-231,-90,107,14,-10
9,-232,-87,108,14,-10
6,-232,-84,107,14,-11
5,-230,-89,106,13,-13
6,-226,-91,105,14,-12
2,-214,-86,102,15,-12
3,-229,-90,100,16,-15
4,-229,-90,96,15,-14
